,company,country_of_origin,model,number_of_cc,horsepower,torque,transmission_type,drivetrain,seating,price,year,looks,body_type,engine_type,number_of_cylinders
258,india,India,jawa perak,334.0,30.64,32.74,manual,chain drive,2,215000.0,2021,modern,cruiser,singlecylinder liquidcooled,1
259,uk,UK,lxr 125,125.0,13.6,11.0,manual,chain drive,2,165000.0,2022,modern,sports,singlecylinder liquidcooled,1
260,uk,UK,zsx 125,125.0,14.0,11.5,manual,chain drive,2,175000.0,2022,modern,naked,singlecylinder liquidcooled,1
261,uk,UK,milano 125,125.0,9.5,9.0,automatic,belt drive,2,135000.0,2022,retro,scooter,singlecylinder aircooled,1
262,uk,UK,vendetta 250,250.0,21.0,18.6,manual,chain drive,2,225000.0,2022,modern,cruiser,singlecylinder liquidcooled,1
267,china,China,dirt ebike x260,500.0,5.0,184.3,automatic,electric,1,350000.0,2023,modern,dirt bike,electric,1
268,china,China,alpha s,1903.0,67.7,192.3,automatic,"dualmotor, allwheel drive",2,140000.0,2023,futuristic,sportbike,electric,2
269,south korea,South Korea,aquila gv650,647.0,68.0,54.0,manual,"vtwin, liquidcooled, 4stroke",2,650000.0,2023,modern aggressive,cruiser,vtwin,2
270,italy,Italy,caballero 125,125.0,15.0,11.0,manual,chain drive,1,150000.0,2023,modern aggressive,enduro,singlecylinder,1
274,usa,USA,zero s,7.2,74.0,106.0,automatic,electric,1,1299500.0,2023,naked,street,electric,1
275,usa,USA,zero sr,11.4,92.0,130.0,automatic,electric,1,1599500.0,2023,naked,street,electric,1
276,usa,USA,zero sr/f,14.4,110.0,190.0,automatic,electric,1,1999500.0,2023,sport,street,electric,1
277,usa,USA,zero ds,11.4,92.0,130.0,automatic,electric,1,1699500.0,2023,adventure,dualsport,electric,1
278,usa,USA,zero fx,7.2,74.0,106.0,automatic,electric,1,1399500.0,2023,dirt,offroad,electric,1
279,denmark,Denmark,bullitt,125.0,11.5,11.0,manual,chain,1,145000.0,2023,classic,cargo,single,1
280,japan,Japan,revo 300,292.0,27.6,22.8,manual,chain,2,105000.0,2022,modern,sport,singlecylinder,1
281,japan,Japan,revo 125,124.9,13.2,9.4,manual,chain,2,55000.0,2022,modern,street,singlecylinder,1
282,india,India,neo 110,110.0,9.0,8.5,manual,chain,2,40000.0,2022,retro,classic,singlecylinder,1
283,india,India,mio 110,110.0,8.5,8.5,automatic,cvt,2,35000.0,2022,modern,scooter,singlecylinder,1
287,italy,Italy,tl125,124.6,9.39,8.3,cvt,belt drive,2,88000.0,2023,retro,scooter,single cylinder,1
288,italy,Italy,sixty2,279.5,19.5,22.0,cvt,belt drive,2,199000.0,2023,retro,cafe racer,single cylinder,1
289,italy,Italy,tt125,124.6,9.39,8.3,cvt,belt drive,2,88000.0,2023,retro,scrambler,single cylinder,1
290,taiwan,Taiwan,buddy 50,49.0,3.3,3.5,automatic,cvt,1,45000.0,2023,retro,standard,2stroke,1
291,taiwan,Taiwan,buddy 125,125.0,9.5,10.2,automatic,cvt,2,60000.0,2023,modern,standard,4stroke,1
292,taiwan,Taiwan,buddy 170i,170.0,11.6,12.8,automatic,cvt,2,80000.0,2023,modern,standard,4stroke,1
293,taiwan,Taiwan,buddy kick,125.0,10.5,11.5,automatic,cvt,2,70000.0,2023,modern,standard,4stroke,1
294,taiwan,Taiwan,hooligan 170i,170.0,14.5,15.5,automatic,cvt,2,90000.0,2023,retro,standard,4stroke,1
295,taiwan,Taiwan,roughhouse 50,50.0,3.5,3.8,automatic,cvt,1,35000.0,2023,retro,standard,2stroke,1
296,taiwan,Taiwan,roughhouse 50 sport,50.0,4.5,4.8,automatic,cvt,1,40000.0,2023,modern,standard,2stroke,1
297,taiwan,Taiwan,rattler 50,50.0,3.3,3.5,automatic,cvt,1,30000.0,2023,retro,standard,2stroke,1
298,taiwan,Taiwan,venture 50,50.0,4.5,4.8,automatic,cvt,1,45000.0,2023,modern,standard,4stroke,1
299,china,China,renegade commando,279.5,25.5,23.0,speed,chain,2,164000.0,2023,retro,cruiser,singlecylinder liquidcooled 4stroke,1
300,china,China,renegade sport s,280.0,26.5,22.5,speed,chain,2,157000.0,2023,modern,sport,singlecylinder liquidcooled 4stroke,1
301,china,China,renegade duty s,223.0,17.5,16.5,speed,chain,2,110000.0,2023,modern,cruiser,singlecylinder aircooled 4stroke,1
302,china,China,renegade duty ace,125.0,10.0,9.5,speed,chain,2,90000.0,2023,modern,cruiser,singlecylinder aircooled 4stroke,1
304,china,China,mqi gt,125.0,11.1,10.5,cvt,automatic,2,149999.0,2022,futuristic,scooter,electric,1
305,china,China,nqi gts,125.0,9.4,11.8,cvt,automatic,2,159999.0,2022,sleek,scooter,electric,1
306,china,China,mqi plus,125.0,9.4,11.8,cvt,automatic,2,129999.0,2022,stylish,scooter,electric,1
307,china,China,nqi sport,125.0,9.4,11.8,cvt,automatic,2,144999.0,2022,sporty,scooter,electric,1
309,uk,UK,apache 125,125.0,11.5,10.5,cvt,automatic,2,119999.0,2023,modern,street bike,aircooled,1
310,uk,UK,meteor 125,125.0,11.5,10.5,cvt,automatic,2,129999.0,2023,classic,cruiser,aircooled,1
311,uk,UK,city 125,125.0,9.5,9.0,cvt,automatic,2,99999.0,2023,urban,scooter,aircooled,1
312,uk,UK,terrain 125,125.0,11.5,10.5,cvt,automatic,2,139999.0,2023,adventure,trail bike,aircooled,1
313,uk,UK,sm-xe 125,125.0,15.0,12.0,speed,chain drive,2,149999.0,2023,motocross,street bike,aircooled,1
314,italy,Italy,superdual t,600.0,54.38,53.5,speed,chain drive,2,680000.0,2023,modern,adventure,liquidcooled,1
315,italy,Italy,rs 650,650.0,55.0,55.0,speed,chain drive,2,850000.0,2023,modern,naked,liquidcooled,1
316,italy,Italy,viale 650,650.0,55.0,55.0,speed,chain drive,2,780000.0,2023,classic,cruiser,liquidcooled,1
317,italy,Italy,racer 125,125.0,11.5,10.5,cvt,automatic,2,120000.0,2023,modern,street bike,aircooled,1
318,italy,Italy,gran turismo 125,125.0,11.5,10.5,cvt,automatic,2,130000.0,2023,classic,cruiser,aircooled,1
319,china,China,tc,125.0,11.5,11.5,cvt,automatic,2,140000.0,2023,modern,scooter,electric,1
320,china,China,tc max,125.0,5.0,11.5,cvt,automatic,2,150000.0,2023,modern,street bike,electric,1
321,china,China,ts street hunter,125.0,3.0,15.0,cvt,automatic,2,180000.0,2023,modern,street bike,electric,1
322,china,China,cux,125.0,3.5,14.0,cvt,automatic,2,130000.0,2023,retro,scooter,electric,1
323,china,China,cpx,125.0,3.5,14.0,cvt,automatic,2,140000.0,2023,modern,scooter,electric,1
324,uk,UK,interceptor 650,649.0,47.6,52.0,manual,chain drive,2,450000.0,2023,classic,cruiser,aircooled,2
325,uk,UK,himalayan,411.0,24.5,32.0,manual,chain drive,2,270000.0,2023,adventure,trail bike,aircooled,1
326,uk,UK,meteor 350,349.0,20.2,27.0,manual,chain drive,2,210000.0,2023,classic,cruiser,aircooled,1
327,uk,UK,ct 125,125.0,10.5,10.5,cvt,automatic,2,110000.0,2023,retro,scooter,aircooled,1
328,uk,UK,kent 125,125.0,10.5,10.5,cvt,automatic,2,100000.0,2023,modern,scooter,aircooled,1
329,italy,Italy,imperiale 400,374.0,21.0,24.5,manual,chain drive,2,234914.0,2020,classic,cruiser,singlecylinder aircooled,1
330,italy,Italy,leoncino 250,249.2,24.5,21.5,manual,chain drive,2,259900.0,2020,modern,streetfighter,singlecylinder liquidcooled,1
331,italy,Italy,trk 251,250.9,25.0,21.0,manual,chain drive,2,299000.0,2020,adventure,adventure touring,singlecylinder liquidcooled,1
332,italy,Italy,trk 502,500.0,47.6,46.0,manual,chain drive,2,469000.0,2017,adventure,adventure touring,paralleltwin liquidcooled,2
333,italy,Italy,tnt 600i,600.0,85.0,54.0,manual,chain drive,2,619000.0,2018,sport,supersport,paralleltwin liquidcooled,2
334,italy,Italy,leoncino 500,500.0,47.5,46.0,manual,chain drive,2,560000.0,2019,modern,streetfighter,paralleltwin liquidcooled,2
335,italy,Italy,502 c,500.0,47.5,46.0,manual,chain drive,2,585000.0,2020,retro,cruiser,paralleltwin liquidcooled,2
336,italy,Italy,tnt 600rr,600.0,118.0,66.0,manual,chain drive,2,750000.0,2022,sport,supersport,paralleltwin liquidcooled,2
337,united kingdom,United Kingdom,cadwell 125,125.0,11.0,10.5,manual,chain,2,1499000.0,2023,classic,roadster,single,1
338,united kingdom,United Kingdom,tempest scrambler 125,125.0,11.0,10.5,manual,chain,2,1549000.0,2023,modern,scrambler,single,1
339,united kingdom,United Kingdom,tempest roadster 125,125.0,11.0,10.5,manual,chain,2,1499000.0,2023,modern,roadster,single,1
341,china,China,350r,348.0,38.2,32.8,manual,chain drive,2,325000.0,2022,sporty,naked,singlecylinder liquidcooled,1
342,china,China,350t,348.0,38.2,32.8,manual,chain drive,2,347000.0,2022,modern,adventure tourer,singlecylinder liquidcooled,1
343,china,China,350x,348.0,38.2,32.8,manual,chain drive,2,357000.0,2022,rugged,street scrambler,singlecylinder liquidcooled,1
344,china,China,gk350,348.0,38.2,32.8,manual,chain drive,2,367000.0,2022,classic,cafe racer,singlecylinder liquidcooled,1
345,uk,UK,akita,125.0,11.83,10.0,manual,chain,1,359000.0,2022,retroinspired,cafe racer,singlecylinder aircooled,1
346,uk,UK,fsr,250.0,18.5,17.0,manual,chain,1,499000.0,2022,retroinspired,scrambler,singlecylinder aircooled,1
347,uk,UK,gt-sr,250.0,18.5,17.0,manual,chain,1,549000.0,2022,retroinspired,cafe racer,singlecylinder aircooled,1
348,uk,UK,gt-ss,250.0,20.0,18.0,manual,chain,1,599000.0,2022,retroinspired,bobber,singlecylinder aircooled,1
349,uk,UK,hilts,250.0,18.5,17.0,manual,chain,1,529000.0,2022,retroinspired,tracker,singlecylinder aircooled,1
350,uk,UK,mastiff,250.0,20.0,18.0,manual,chain,1,649000.0,2022,retroinspired,cruiser,singlecylinder aircooled,1
351,uk,UK,mongrel,250.0,20.0,18.0,manual,chain,1,599000.0,2022,retroinspired,scrambler,singlecylinder aircooled,1
352,uk,UK,razorback,250.0,20.0,18.0,manual,chain,1,699000.0,2022,retroinspired,bobber,singlecylinder aircooled,1
353,uk,UK,rs-13,250.0,20.0,18.0,manual,chain,1,679000.0,2022,retroinspired,cafe racer,singlecylinder aircooled,1
354,uk,UK,sabbath,250.0,20.0,18.0,manual,chain,1,749000.0,2022,retroinspired,cruiser,singlecylinder aircooled,1
360,italy,Italy,x-cape,649.0,60.8,62.0,manual,parallel twin,2,720000.0,2023,modern,adventure touring,liquidcooled dohc,2
361,italy,Italy,seiemmezzo 6 ½,649.0,55.7,58.0,manual,parallel twin,2,689000.0,2023,retro,naked,liquidcooled dohc,2
